picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1892 A, I_w_roll = -249.2544 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  418, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4182 ms, ax =  0.5334, ay = -6.0860, az =  7.8829, gx =  0.0008 rad/s, gy = -0.0246 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2676 A, I_w_roll = -243.5902 A, theta_pitch = -65.22453mrad, theta_roll_comp = -649.7145 mrad, theta_setpoint = -40.0000 mrad, 
msg =  419, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4192 ms, ax =  0.5406, ay = -6.0848, az =  7.8876, gx =  0.0003 rad/s, gy = -0.0243 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2977 A, I_w_roll = -243.8045 A, theta_pitch = -65.49634mrad, theta_roll_comp = -649.7842 mrad, theta_setpoint = -40.0000 mrad, 
msg =  420, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4202 ms, ax =  0.5358, ay = -6.0848, az =  7.8852, gx = -0.0001 rad/s, gy = -0.0237 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3108 A, I_w_roll = -243.9733 A, theta_pitch = -65.76129mrad, theta_roll_comp = -649.8568 mrad, theta_setpoint = -40.0000 mrad, 
msg =  421, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4212 ms, ax =  0.5358, ay = -6.0860, az =  7.8793, gx = -0.0001 rad/s, gy = -0.0234 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3385 A, I_w_roll = -244.0040 A, theta_pitch = -66.01682mrad, theta_roll_comp = -649.9336 mrad, theta_setpoint = -40.0000 mrad, 
msg =  422, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4222 ms, ax =  0.5382, ay = -6.0931, az =  7.8864, gx = -0.0001 rad/s, gy = -0.0231 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3656 A, I_w_roll = -244.0356 A, theta_pitch = -66.26865mrad, theta_roll_comp = -650.0126 mrad, theta_setpoint = -40.0000 mrad, 
msg =  423, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4232 ms, ax =  0.5406, ay = -6.1039, az =  7.8864, gx = -0.0001 rad/s, gy = -0.0230 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3978 A, I_w_roll = -244.0689 A, theta_pitch = -66.51884mrad, theta_roll_comp = -650.0958 mrad, theta_setpoint = -40.0000 mrad, 
msg =  424, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4242 ms, ax =  0.5382, ay = -6.1123, az =  7.8900, gx = -0.0001 rad/s, gy = -0.0233 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4457 A, I_w_roll = -244.1044 A, theta_pitch = -66.76677mrad, theta_roll_comp = -650.1846 mrad, theta_setpoint = -40.0000 mrad, 
msg =  425, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4252 ms, ax =  0.5478, ay = -6.1135, az =  7.8769, gx = -0.0001 rad/s, gy = -0.0231 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4781 A, I_w_roll = -244.1423 A, theta_pitch = -67.01835mrad, theta_roll_comp = -650.2793 mrad, theta_setpoint = -40.0000 mrad, 
msg =  426, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4262 ms, ax =  0.5478, ay = -6.1147, az =  7.8769, gx =  0.0000 rad/s, gy = -0.0230 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5108 A, I_w_roll = -244.1348 A, theta_pitch = -67.27228mrad, theta_roll_comp = -650.3771 mrad, theta_setpoint = -40.0000 mrad, 
msg =  427, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4272 ms, ax =  0.5490, ay = -6.1111, az =  7.8781, gx =  0.0004 rad/s, gy = -0.0227 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5377 A, I_w_roll = -244.0321 A, theta_pitch = -67.52240mrad, theta_roll_comp = -650.4697 mrad, theta_setpoint = -40.0000 mrad, 
msg =  428, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4282 ms, ax =  0.5538, ay = -6.1075, az =  7.8781, gx =  0.0003 rad/s, gy = -0.0227 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5753 A, I_w_roll = -244.1136 A, theta_pitch = -67.77269mrad, theta_roll_comp = -650.5571 mrad, theta_setpoint = -40.0000 mrad, 
msg =  429, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4292 ms, ax =  0.5526, ay = -6.1075, az =  7.8817, gx =  0.0006 rad/s, gy = -0.0222 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5910 A, I_w_roll = -244.0537 A, theta_pitch = -68.01952mrad, theta_roll_comp = -650.6403 mrad, theta_setpoint = -40.0000 mrad, 
msg =  430, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4302 ms, ax =  0.5502, ay = -6.0931, az =  7.8864, gx =  0.0006 rad/s, gy = -0.0217 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6051 A, I_w_roll = -244.0828 A, theta_pitch = -68.25576mrad, theta_roll_comp = -650.7129 mrad, theta_setpoint = -40.0000 mrad, 
msg =  431, nerr =   34p/  31r, time steps =    5, qsz =    2, switch = off, t =     4312 ms, ax =  0.5490, ay = -6.0824, az =  7.8852, gx =  0.0004 rad/s, gy = -0.0217 rad/s, gz = -0.0172 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6395 A, I_w_roll = -244.1540 A, theta_pitch = -68.48499mrad, theta_roll_comp = -650.7744 mrad, theta_setpoint = -40.0000 mrad, 
msg =  432, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4322 ms, ax =  0.5502, ay = -6.0680, az =  7.8757, gx =  0.0003 rad/s, gy = -0.0213 rad/s, gz = -0.0160 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6573 A, I_w_roll = -244.2228 A, theta_pitch = -68.71021mrad, theta_roll_comp = -650.8301 mrad, theta_setpoint = -40.0000 mrad, 
msg =  433, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4332 ms, ax =  0.5550, ay = -6.0656, az =  7.8805, gx =  0.0000 rad/s, gy = -0.0207 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6694 A, I_w_roll = -244.3368 A, theta_pitch = -68.93269mrad, theta_roll_comp = -650.8820 mrad, theta_setpoint = -40.0000 mrad, 
msg =  434, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4342 ms, ax =  0.5586, ay = -6.0704, az =  7.8900, gx = -0.0002 rad/s, gy = -0.0205 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6918 A, I_w_roll = -244.4503 A, theta_pitch = -69.15363mrad, theta_roll_comp = -650.9327 mrad, theta_setpoint = -40.0000 mrad, 
msg =  435, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4352 ms, ax =  0.5622, ay = -6.0752, az =  7.8960, gx = -0.0008 rad/s, gy = -0.0205 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7251 A, I_w_roll = -244.6581 A, theta_pitch = -69.37499mrad, theta_roll_comp = -650.9861 mrad, theta_setpoint = -40.0000 mrad, 
msg =  436, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4362 ms, ax =  0.5586, ay = -6.0860, az =  7.8984, gx = -0.0009 rad/s, gy = -0.0197 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7252 A, I_w_roll = -244.7287 A, theta_pitch = -69.58910mrad, theta_roll_comp = -651.0461 mrad, theta_setpoint = -40.0000 mrad, 
msg =  437, nerr =   35p/  32r, time steps =    5, qsz =    2, switch = off, t =     4372 ms, ax =  0.5646, ay = -6.0919, az =  7.8960, gx = -0.0009 rad/s, gy = -0.0191 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7350 A, I_w_roll = -244.7554 A, theta_pitch = -69.79659mrad, theta_roll_comp = -651.1129 mrad, theta_setpoint = -40.0000 mrad, 
msg =  438, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4382 ms, ax =  0.5670, ay = -6.1111, az =  7.8805, gx = -0.0009 rad/s, gy = -0.0183 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7338 A, I_w_roll = -244.7882 A, theta_pitch = -70.00121mrad, theta_roll_comp = -651.1951 mrad, theta_setpoint = -40.0000 mrad, 
msg =  439, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4392 ms, ax =  0.5742, ay = -6.1195, az =  7.8757, gx = -0.0008 rad/s, gy = -0.0178 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7429 A, I_w_roll = -244.7805 A, theta_pitch = -70.20440mrad, theta_roll_comp = -651.2922 mrad, theta_setpoint = -40.0000 mrad, 
msg =  440, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4402 ms, ax =  0.5778, ay = -6.1279, az =  7.8793, gx = -0.0006 rad/s, gy = -0.0167 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7303 A, I_w_roll = -244.7746 A, theta_pitch = -70.40402mrad, theta_roll_comp = -651.3939 mrad, theta_setpoint = -40.0000 mrad, 
msg =  441, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4412 ms, ax =  0.5814, ay = -6.1279, az =  7.8793, gx = -0.0002 rad/s, gy = -0.0163 rad/s, gz = -0.0029 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7435 A, I_w_roll = -244.6748 A, theta_pitch = -70.59904mrad, theta_roll_comp = -651.4939 mrad, theta_setpoint = -40.0000 mrad, 
msg =  442, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4422 ms, ax =  0.5814, ay = -6.1279, az =  7.8757, gx =  0.0002 rad/s, gy = -0.0159 rad/s, gz = -0.0028 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7563 A, I_w_roll = -244.5734 A, theta_pitch = -70.79039mrad, theta_roll_comp = -651.5900 mrad, theta_setpoint = -40.0000 mrad, 
msg =  443, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4432 ms, ax =  0.5862, ay = -6.1207, az =  7.8697, gx =  0.0010 rad/s, gy = -0.0153 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7578 A, I_w_roll = -244.3294 A, theta_pitch = -70.97817mrad, theta_roll_comp = -651.6790 mrad, theta_setpoint = -40.0000 mrad, 
msg =  444, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4442 ms, ax =  0.5922, ay = -6.1147, az =  7.8685, gx =  0.0012 rad/s, gy = -0.0146 rad/s, gz = -0.0040 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7591 A, I_w_roll = -244.2681 A, theta_pitch = -71.16452mrad, theta_roll_comp = -651.7589 mrad, theta_setpoint = -40.0000 mrad, 
msg =  445, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4452 ms, ax =  0.5910, ay = -6.1039, az =  7.8601, gx =  0.0011 rad/s, gy = -0.0146 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7868 A, I_w_roll = -244.3448 A, theta_pitch = -71.34917mrad, theta_roll_comp = -651.8339 mrad, theta_setpoint = -40.0000 mrad, 
msg =  446, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4462 ms, ax =  0.5874, ay = -6.1003, az =  7.8673, gx =  0.0012 rad/s, gy = -0.0147 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8192 A, I_w_roll = -244.3256 A, theta_pitch = -71.52951mrad, theta_roll_comp = -651.9025 mrad, theta_setpoint = -40.0000 mrad, 
msg =  447, nerr =   36p/  32r, time steps =    5, qsz =    2, switch = off, t =     4472 ms, ax =  0.5838, ay = -6.0907, az =  7.8745, gx =  0.0008 rad/s, gy = -0.0146 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8399 A, I_w_roll = -244.4893 A, theta_pitch = -71.70286mrad, theta_roll_comp = -651.9623 mrad, theta_setpoint = -40.0000 mrad, 
msg =  448, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4482 ms, ax =  0.5910, ay = -6.0824, az =  7.8936, gx =  0.0006 rad/s, gy = -0.0143 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8549 A, I_w_roll = -244.6013 A, theta_pitch = -71.87379mrad, theta_roll_comp = -652.0093 mrad, theta_setpoint = -40.0000 mrad, 
msg =  449, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4492 ms, ax =  0.5910, ay = -6.0764, az =  7.8960, gx =  0.0002 rad/s, gy = -0.0143 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8806 A, I_w_roll = -244.7563 A, theta_pitch = -72.04506mrad, theta_roll_comp = -652.0473 mrad, theta_setpoint = -40.0000 mrad, 
msg =  450, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4502 ms, ax =  0.5838, ay = -6.0620, az =  7.8936, gx = -0.0004 rad/s, gy = -0.0143 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9053 A, I_w_roll = -244.9564 A, theta_pitch = -72.20974mrad, theta_roll_comp = -652.0814 mrad, theta_setpoint = -40.0000 mrad, 
msg =  451, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4512 ms, ax =  0.5826, ay = -6.0572, az =  7.8876, gx = -0.0008 rad/s, gy = -0.0141 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9182 A, I_w_roll = -245.1096 A, theta_pitch = -72.36683mrad, theta_roll_comp = -652.1149 mrad, theta_setpoint = -40.0000 mrad, 
msg =  452, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4522 ms, ax =  0.5838, ay = -6.0632, az =  7.8805, gx = -0.0010 rad/s, gy = -0.0138 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9306 A, I_w_roll = -245.2194 A, theta_pitch = -72.52041mrad, theta_roll_comp = -652.1563 mrad, theta_setpoint = -40.0000 mrad, 
msg =  453, nerr =   37p/  33r, time steps =    5, qsz =    2, switch = off, t =     4532 ms, ax =  0.5814, ay = -6.0824, az =  7.8721, gx = -0.0014 rad/s, gy = -0.0135 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9423 A, I_w_roll = -245.3830 A, theta_pitch = -72.66961mrad, theta_roll_comp = -652.2159 mrad, theta_setpoint = -40.0000 mrad, 
msg =  454, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4542 ms, ax =  0.5742, ay = -6.0979, az =  7.8841, gx = -0.0016 rad/s, gy = -0.0130 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9415 A, I_w_roll = -245.4590 A, theta_pitch = -72.80670mrad, theta_roll_comp = -652.2894 mrad, theta_setpoint = -40.0000 mrad, 
msg =  455, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4552 ms, ax =  0.5814, ay = -6.1063, az =  7.8888, gx = -0.0021 rad/s, gy = -0.0119 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.9181 A, I_w_roll = -245.6777 A, theta_pitch = -72.93427mrad, theta_roll_comp = -652.3701 mrad, theta_setpoint = -40.0000 mrad, 
msg =  456, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4562 ms, ax =  0.5790, ay = -6.1207, az =  7.8817, gx = -0.0020 rad/s, gy = -0.0109 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8932 A, I_w_roll = -245.6678 A, theta_pitch = -73.05260mrad, theta_roll_comp = -652.4619 mrad, theta_setpoint = -40.0000 mrad, 
msg =  457, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4572 ms, ax =  0.5802, ay = -6.1267, az =  7.8769, gx = -0.0018 rad/s, gy = -0.0101 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8774 A, I_w_roll = -245.6616 A, theta_pitch = -73.16058mrad, theta_roll_comp = -652.5628 mrad, theta_setpoint = -40.0000 mrad, 
msg =  458, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4582 ms, ax =  0.5838, ay = -6.1291, az =  7.8709, gx = -0.0013 rad/s, gy = -0.0085 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8283 A, I_w_roll = -245.5163 A, theta_pitch = -73.25884mrad, theta_roll_comp = -652.6658 mrad, theta_setpoint = -40.0000 mrad, 
msg =  459, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4592 ms, ax =  0.5898, ay = -6.1279, az =  7.8709, gx = -0.0012 rad/s, gy = -0.0073 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7938 A, I_w_roll = -245.5101 A, theta_pitch = -73.34877mrad, theta_roll_comp = -652.7666 mrad, theta_setpoint = -40.0000 mrad, 
msg =  460, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4602 ms, ax =  0.6006, ay = -6.1195, az =  7.8709, gx = -0.0009 rad/s, gy = -0.0064 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7699 A, I_w_roll = -245.4544 A, theta_pitch = -73.43811mrad, theta_roll_comp = -652.8605 mrad, theta_setpoint = -40.0000 mrad, 
msg =  461, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4612 ms, ax =  0.6161, ay = -6.1099, az =  7.8829, gx = -0.0008 rad/s, gy = -0.0050 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7307 A, I_w_roll = -245.4397 A, theta_pitch = -73.53131mrad, theta_roll_comp = -652.9402 mrad, theta_setpoint = -40.0000 mrad, 
msg =  462, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4622 ms, ax =  0.6269, ay = -6.1039, az =  7.8864, gx = -0.0009 rad/s, gy = -0.0038 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6970 A, I_w_roll = -245.5137 A, theta_pitch = -73.62664mrad, theta_roll_comp = -653.0088 mrad, theta_setpoint = -40.0000 mrad, 
msg =  463, nerr =   38p/  34r, time steps =    5, qsz =    2, switch = off, t =     4632 ms, ax =  0.6293, ay = -6.0824, az =  7.8841, gx = -0.0009 rad/s, gy = -0.0028 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6681 A, I_w_roll = -245.5366 A, theta_pitch = -73.71770mrad, theta_roll_comp = -653.0659 mrad, theta_setpoint = -40.0000 mrad, 
msg =  464, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4642 ms, ax =  0.6341, ay = -6.0704, az =  7.8805, gx = -0.0010 rad/s, gy = -0.0017 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6381 A, I_w_roll = -245.6015 A, theta_pitch = -73.80210mrad, theta_roll_comp = -653.1118 mrad, theta_setpoint = -40.0000 mrad, 
msg =  465, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4652 ms, ax =  0.6293, ay = -6.0692, az =  7.8841, gx = -0.0013 rad/s, gy = -0.0013 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6336 A, I_w_roll = -245.7117 A, theta_pitch = -73.87817mrad, theta_roll_comp = -653.1542 mrad, theta_setpoint = -40.0000 mrad, 
msg =  466, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4662 ms, ax =  0.6293, ay = -6.0620, az =  7.8864, gx = -0.0014 rad/s, gy = -0.0009 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6278 A, I_w_roll = -245.7737 A, theta_pitch = -73.94636mrad, theta_roll_comp = -653.1927 mrad, theta_setpoint = -40.0000 mrad, 
msg =  467, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4672 ms, ax =  0.6281, ay = -6.0644, az =  7.8900, gx = -0.0016 rad/s, gy = -0.0009 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6375 A, I_w_roll = -245.8347 A, theta_pitch = -74.01096mrad, theta_roll_comp = -653.2287 mrad, theta_setpoint = -40.0000 mrad, 
msg =  468, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4682 ms, ax =  0.6377, ay = -6.0788, az =  7.9020, gx = -0.0020 rad/s, gy = -0.0004 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6261 A, I_w_roll = -245.9907 A, theta_pitch = -74.07699mrad, theta_roll_comp = -653.2692 mrad, theta_setpoint = -40.0000 mrad, 
msg =  469, nerr =   38p/  35r, time steps =    5, qsz =    2, switch = off, t =     4692 ms, ax =  0.6425, ay = -6.1027, az =  7.8924, gx = -0.0024 rad/s, gy =  0.0003 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6097 A, I_w_roll = -246.1543 A, theta_pitch = -74.14510mrad, theta_roll_comp = -653.3285 mrad, theta_setpoint = -40.0000 mrad, 
msg =  470, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4702 ms, ax =  0.6413, ay = -6.1159, az =  7.8781, gx = -0.0025 rad/s, gy =  0.0010 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5927 A, I_w_roll = -246.2341 A, theta_pitch = -74.20914mrad, theta_roll_comp = -653.4114 mrad, theta_setpoint = -40.0000 mrad, 
msg =  471, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4712 ms, ax =  0.6413, ay = -6.1327, az =  7.8769, gx = -0.0024 rad/s, gy =  0.0022 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5528 A, I_w_roll = -246.2269 A, theta_pitch = -74.26315mrad, theta_roll_comp = -653.5101 mrad, theta_setpoint = -40.0000 mrad, 
msg =  472, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4722 ms, ax =  0.6377, ay = -6.1387, az =  7.8852, gx = -0.0018 rad/s, gy =  0.0036 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4998 A, I_w_roll = -246.0806 A, theta_pitch = -74.30033mrad, theta_roll_comp = -653.6104 mrad, theta_setpoint = -40.0000 mrad, 
msg =  473, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4732 ms, ax =  0.6329, ay = -6.1435, az =  7.8876, gx = -0.0013 rad/s, gy =  0.0050 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4491 A, I_w_roll = -245.9323 A, theta_pitch = -74.31750mrad, theta_roll_comp = -653.7056 mrad, theta_setpoint = -40.0000 mrad, 
msg =  474, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4742 ms, ax =  0.6281, ay = -6.1351, az =  7.8888, gx = -0.0009 rad/s, gy =  0.0060 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4064 A, I_w_roll = -245.8271 A, theta_pitch = -74.31641mrad, theta_roll_comp = -653.7922 mrad, theta_setpoint = -40.0000 mrad, 
msg =  475, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4752 ms, ax =  0.6245, ay = -6.1195, az =  7.8841, gx = -0.0008 rad/s, gy =  0.0075 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3449 A, I_w_roll = -245.8104 A, theta_pitch = -74.29757mrad, theta_roll_comp = -653.8670 mrad, theta_setpoint = -40.0000 mrad, 
msg =  476, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4762 ms, ax =  0.6245, ay = -6.1051, az =  7.8852, gx = -0.0008 rad/s, gy =  0.0086 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2974 A, I_w_roll = -245.8354 A, theta_pitch = -74.26450mrad, theta_roll_comp = -653.9295 mrad, theta_setpoint = -40.0000 mrad, 
