picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  123, time steps =   10, qsz =    2, switch = on, t =     2462 ms, ax =  0.5622, ay = -2.1050, az =  9.8584, gx = -0.0482 rad/s, gy = -0.0032 rad/s, gz = -0.0324 rad/s, erpm_pitch =    0, erpm_roll = 11694, I_w_pitch = -0.0000 A, I_w_roll = 32.1848 A, theta_roll_comp = -186.9796 mrad, theta_setpoint = -40.0000 mrad, 
msg =  329, time steps =   10, qsz =    2, switch = off, t =     6582 ms, ax =  0.5814, ay = -2.0474, az =  9.7241, gx = -0.0051 rad/s, gy =  0.0004 rad/s, gz = -0.0025 rad/s, erpm_pitch =    0, erpm_roll = 9996, I_w_pitch = -0.0000 A, I_w_roll = 27.8231 A, theta_roll_comp = -208.1037 mrad, theta_setpoint = -40.0000 mrad, 
msg =  330, time steps =   10, qsz =    2, switch = off, t =     6602 ms, ax =  0.6161, ay = -2.0390, az =  9.7816, gx = -0.0037 rad/s, gy =  0.0007 rad/s, gz = -0.0077 rad/s, erpm_pitch =    0, erpm_roll = 9959, I_w_pitch = -0.0000 A, I_w_roll = 27.5548 A, theta_roll_comp = -208.0742 mrad, theta_setpoint = -40.0000 mrad, 
msg =  331, time steps =   10, qsz =    2, switch = off, t =     6622 ms, ax =  0.6629, ay = -1.9935, az =  9.7912, gx = -0.0050 rad/s, gy =  0.0020 rad/s, gz =  0.0017 rad/s, erpm_pitch =    0, erpm_roll = 9941, I_w_pitch = -0.0000 A, I_w_roll = 27.7904 A, theta_roll_comp = -208.0492 mrad, theta_setpoint = -40.0000 mrad, 
msg =  332, time steps =   10, qsz =    2, switch = off, t =     6642 ms, ax =  0.5610, ay = -1.9803, az =  9.7217, gx = -0.0067 rad/s, gy =  0.0034 rad/s, gz =  0.0101 rad/s, erpm_pitch =    0, erpm_roll = 9941, I_w_pitch = -0.0000 A, I_w_roll = 28.1024 A, theta_roll_comp = -208.0516 mrad, theta_setpoint = -40.0000 mrad, 
msg =  333, time steps =   10, qsz =    2, switch = off, t =     6662 ms, ax =  0.5634, ay = -2.0283, az =  9.6738, gx = -0.0062 rad/s, gy =  0.0003 rad/s, gz =  0.0021 rad/s, erpm_pitch =    0, erpm_roll = 9903, I_w_pitch = -0.0000 A, I_w_roll = 28.0095 A, theta_roll_comp = -208.0704 mrad, theta_setpoint = -40.0000 mrad, 
msg =  334, time steps =   10, qsz =    2, switch = off, t =     6682 ms, ax =  0.6221, ay = -1.9683, az =  9.6845, gx = -0.0046 rad/s, gy = -0.0014 rad/s, gz = -0.0095 rad/s, erpm_pitch =    0, erpm_roll = 9903, I_w_pitch = -0.0000 A, I_w_roll = 27.7280 A, theta_roll_comp = -208.1082 mrad, theta_setpoint = -40.0000 mrad, 
msg =  335, time steps =   10, qsz =    2, switch = off, t =     6702 ms, ax =  0.6497, ay = -1.9947, az =  9.7756, gx = -0.0045 rad/s, gy =  0.0012 rad/s, gz = -0.0044 rad/s, erpm_pitch =    0, erpm_roll = 9867, I_w_pitch = -0.0000 A, I_w_roll = 27.6989 A, theta_roll_comp = -208.0764 mrad, theta_setpoint = -40.0000 mrad, 
msg =  336, time steps =   10, qsz =    2, switch = off, t =     6722 ms, ax =  0.6401, ay = -1.9995, az =  9.7673, gx = -0.0065 rad/s, gy =  0.0035 rad/s, gz =  0.0087 rad/s, erpm_pitch =    0, erpm_roll = 9847, I_w_pitch = -0.0000 A, I_w_roll = 28.0587 A, theta_roll_comp = -208.0781 mrad, theta_setpoint = -40.0000 mrad, 
msg =  337, time steps =   10, qsz =    2, switch = off, t =     6742 ms, ax =  0.5179, ay = -1.9455, az =  9.7637, gx = -0.0070 rad/s, gy =  0.0023 rad/s, gz =  0.0079 rad/s, erpm_pitch =    0, erpm_roll = 9847, I_w_pitch = -0.0000 A, I_w_roll = 28.1501 A, theta_roll_comp = -208.0502 mrad, theta_setpoint = -40.0000 mrad, 
msg =  338, time steps =   10, qsz =    2, switch = off, t =     6762 ms, ax =  0.5394, ay = -2.0235, az =  9.7181, gx = -0.0053 rad/s, gy = -0.0009 rad/s, gz = -0.0043 rad/s, erpm_pitch =    0, erpm_roll = 9811, I_w_pitch = -0.0000 A, I_w_roll = 27.8483 A, theta_roll_comp = -208.1114 mrad, theta_setpoint = -40.0000 mrad, 
msg =  339, time steps =   10, qsz =    2, switch = off, t =     6782 ms, ax =  0.6209, ay = -2.0211, az =  9.7577, gx = -0.0039 rad/s, gy =  0.0003 rad/s, gz = -0.0087 rad/s, erpm_pitch =    0, erpm_roll = 9811, I_w_pitch = -0.0000 A, I_w_roll = 27.6055 A, theta_roll_comp = -208.0919 mrad, theta_setpoint = -40.0000 mrad, 
msg =  340, time steps =   10, qsz =    2, switch = off, t =     6802 ms, ax =  0.7192, ay = -1.9911, az =  9.7912, gx = -0.0050 rad/s, gy =  0.0024 rad/s, gz =  0.0020 rad/s, erpm_pitch =    0, erpm_roll = 9774, I_w_pitch = -0.0000 A, I_w_roll = 27.7940 A, theta_roll_comp = -208.0718 mrad, theta_setpoint = -40.0000 mrad, 
msg =  341, time steps =   10, qsz =    2, switch = off, t =     6822 ms, ax =  0.5574, ay = -1.9683, az =  9.7625, gx = -0.0069 rad/s, gy =  0.0043 rad/s, gz =  0.0096 rad/s, erpm_pitch =    0, erpm_roll = 9755, I_w_pitch = -0.0000 A, I_w_roll = 28.1228 A, theta_roll_comp = -208.0294 mrad, theta_setpoint = -40.0000 mrad, 
msg =  342, time steps =   10, qsz =    2, switch = off, t =     6842 ms, ax =  0.5418, ay = -2.0402, az =  9.6869, gx = -0.0062 rad/s, gy =  0.0010 rad/s, gz =  0.0035 rad/s, erpm_pitch =    0, erpm_roll = 9755, I_w_pitch = -0.0000 A, I_w_roll = 27.9999 A, theta_roll_comp = -208.0101 mrad, theta_setpoint = -40.0000 mrad, 
msg =  343, time steps =   10, qsz =    2, switch = off, t =     6862 ms, ax =  0.5910, ay = -1.9407, az =  9.7133, gx = -0.0047 rad/s, gy = -0.0010 rad/s, gz = -0.0099 rad/s, erpm_pitch =    0, erpm_roll = 9718, I_w_pitch = -0.0000 A, I_w_roll = 27.7394 A, theta_roll_comp = -208.0298 mrad, theta_setpoint = -40.0000 mrad, 
msg =  344, time steps =   10, qsz =    2, switch = off, t =     6882 ms, ax =  0.6521, ay = -2.0163, az =  9.7469, gx = -0.0046 rad/s, gy =  0.0015 rad/s, gz = -0.0053 rad/s, erpm_pitch =    0, erpm_roll = 9699, I_w_pitch = -0.0000 A, I_w_roll = 27.7100 A, theta_roll_comp = -207.9958 mrad, theta_setpoint = -40.0000 mrad, 
msg =  345, time steps =   10, qsz =    2, switch = off, t =     6902 ms, ax =  0.6725, ay = -1.9695, az =  9.7697, gx = -0.0066 rad/s, gy =  0.0038 rad/s, gz =  0.0087 rad/s, erpm_pitch =    0, erpm_roll = 9699, I_w_pitch = -0.0000 A, I_w_roll = 28.0617 A, theta_roll_comp = -207.9471 mrad, theta_setpoint = -40.0000 mrad, 
msg =  346, time steps =   10, qsz =    2, switch = off, t =     6922 ms, ax =  0.6485, ay = -1.9635, az =  9.6654, gx = -0.0073 rad/s, gy =  0.0011 rad/s, gz =  0.0087 rad/s, erpm_pitch =    0, erpm_roll = 9663, I_w_pitch = -0.0000 A, I_w_roll = 28.1895 A, theta_roll_comp = -207.9967 mrad, theta_setpoint = -40.0000 mrad, 
msg =  347, time steps =   10, qsz =    2, switch = off, t =     6942 ms, ax =  0.5023, ay = -1.9683, az =  9.7673, gx = -0.0051 rad/s, gy = -0.0002 rad/s, gz = -0.0027 rad/s, erpm_pitch =    0, erpm_roll = 9663, I_w_pitch = -0.0000 A, I_w_roll = 27.8127 A, theta_roll_comp = -208.0384 mrad, theta_setpoint = -40.0000 mrad, 
msg =  348, time steps =   10, qsz =    2, switch = off, t =     6962 ms, ax =  0.6305, ay = -1.9995, az =  9.7864, gx = -0.0038 rad/s, gy =  0.0010 rad/s, gz = -0.0093 rad/s, erpm_pitch =    0, erpm_roll = 9627, I_w_pitch = -0.0000 A, I_w_roll = 27.5606 A, theta_roll_comp = -207.9612 mrad, theta_setpoint = -40.0000 mrad, 
msg =  349, time steps =   10, qsz =    2, switch = off, t =     6982 ms, ax =  0.6665, ay = -1.9875, az =  9.7864, gx = -0.0051 rad/s, gy =  0.0023 rad/s, gz =  0.0012 rad/s, erpm_pitch =    0, erpm_roll = 9608, I_w_pitch = -0.0000 A, I_w_roll = 27.7924 A, theta_roll_comp = -207.9115 mrad, theta_setpoint = -40.0000 mrad, 
msg =  350, time steps =   10, qsz =    2, switch = off, t =     7002 ms, ax =  0.6042, ay = -2.0043, az =  9.7529, gx = -0.0065 rad/s, gy =  0.0036 rad/s, gz =  0.0093 rad/s, erpm_pitch =    0, erpm_roll = 9608, I_w_pitch = -0.0000 A, I_w_roll = 28.0348 A, theta_roll_comp = -207.9290 mrad, theta_setpoint = -40.0000 mrad, 
msg =  351, time steps =   10, qsz =    2, switch = off, t =     7022 ms, ax =  0.4327, ay = -2.0462, az =  9.7529, gx = -0.0054 rad/s, gy =  0.0038 rad/s, gz =  0.0045 rad/s, erpm_pitch =    0, erpm_roll = 9570, I_w_pitch = -0.0000 A, I_w_roll = 27.8474 A, theta_roll_comp = -207.9562 mrad, theta_setpoint = -40.0000 mrad, 
msg =  352, time steps =   10, qsz =    2, switch = off, t =     7042 ms, ax =  0.5466, ay = -1.9983, az =  9.7277, gx = -0.0043 rad/s, gy = -0.0002 rad/s, gz = -0.0069 rad/s, erpm_pitch =    0, erpm_roll = 9570, I_w_pitch = -0.0000 A, I_w_roll = 27.6540 A, theta_roll_comp = -207.9456 mrad, theta_setpoint = -40.0000 mrad, 
msg =  353, time steps =   10, qsz =    2, switch = off, t =     7062 ms, ax =  0.6785, ay = -2.0091, az =  9.7385, gx = -0.0046 rad/s, gy = -0.0008 rad/s, gz = -0.0076 rad/s, erpm_pitch =    0, erpm_roll = 9535, I_w_pitch = -0.0000 A, I_w_roll = 27.6987 A, theta_roll_comp = -207.9256 mrad, theta_setpoint = -40.0000 mrad, 
msg =  354, time steps =   10, qsz =    2, switch = off, t =     7082 ms, ax =  0.6593, ay = -2.0450, az =  9.7445, gx = -0.0061 rad/s, gy =  0.0030 rad/s, gz =  0.0059 rad/s, erpm_pitch =    0, erpm_roll = 9517, I_w_pitch = -0.0000 A, I_w_roll = 27.9674 A, theta_roll_comp = -207.9572 mrad, theta_setpoint = -40.0000 mrad, 
msg =  355, time steps =   10, qsz =    2, switch = off, t =     7102 ms, ax =  0.7240, ay = -2.0978, az =  9.7145, gx = -0.0066 rad/s, gy =  0.0015 rad/s, gz =  0.0084 rad/s, erpm_pitch =    0, erpm_roll = 9517, I_w_pitch = -0.0000 A, I_w_roll = 28.0781 A, theta_roll_comp = -208.0495 mrad, theta_setpoint = -40.0000 mrad, 
msg =  356, time steps =   10, qsz =    2, switch = off, t =     7122 ms, ax =  0.5802, ay = -1.9743, az =  9.7253, gx = -0.0051 rad/s, gy =  0.0002 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll = 9480, I_w_pitch = -0.0000 A, I_w_roll = 27.8239 A, theta_roll_comp = -208.1084 mrad, theta_setpoint = -40.0000 mrad, 
msg =  357, time steps =   10, qsz =    2, switch = off, t =     7142 ms, ax =  0.5622, ay = -1.9863, az =  9.7709, gx = -0.0038 rad/s, gy =  0.0004 rad/s, gz = -0.0121 rad/s, erpm_pitch =    0, erpm_roll = 9480, I_w_pitch = -0.0000 A, I_w_roll = 27.5828 A, theta_roll_comp = -208.1000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  358, time steps =   10, qsz =    2, switch = off, t =     7162 ms, ax =  0.6629, ay = -1.9767, az =  9.7709, gx = -0.0047 rad/s, gy =  0.0010 rad/s, gz = -0.0037 rad/s, erpm_pitch =    0, erpm_roll = 9444, I_w_pitch = -0.0000 A, I_w_roll = 27.7418 A, theta_roll_comp = -208.0446 mrad, theta_setpoint = -40.0000 mrad, 
msg =  359, time steps =   10, qsz =    2, switch = off, t =     7182 ms, ax =  0.6809, ay = -2.0091, az =  9.7301, gx = -0.0063 rad/s, gy =  0.0031 rad/s, gz =  0.0085 rad/s, erpm_pitch =    0, erpm_roll = 9426, I_w_pitch = -0.0000 A, I_w_roll = 28.0339 A, theta_roll_comp = -208.0728 mrad, theta_setpoint = -40.0000 mrad, 
msg =  360, time steps =   10, qsz =    2, switch = off, t =     7202 ms, ax =  0.5490, ay = -1.9336, az =  9.7529, gx = -0.0069 rad/s, gy =  0.0027 rad/s, gz =  0.0097 rad/s, erpm_pitch =    0, erpm_roll = 9426, I_w_pitch = -0.0000 A, I_w_roll = 28.1286 A, theta_roll_comp = -208.0659 mrad, theta_setpoint = -40.0000 mrad, 
msg =  361, time steps =   10, qsz =    2, switch = off, t =     7222 ms, ax =  0.6126, ay = -2.0115, az =  9.7061, gx = -0.0050 rad/s, gy = -0.0001 rad/s, gz = -0.0056 rad/s, erpm_pitch =    0, erpm_roll = 9389, I_w_pitch = -0.0000 A, I_w_roll = 27.8007 A, theta_roll_comp = -208.1136 mrad, theta_setpoint = -40.0000 mrad, 
msg =  362, time steps =   10, qsz =    2, switch = off, t =     7242 ms, ax =  0.6701, ay = -1.9911, az =  9.7649, gx = -0.0041 rad/s, gy = -0.0005 rad/s, gz = -0.0112 rad/s, erpm_pitch =    0, erpm_roll = 9389, I_w_pitch = -0.0000 A, I_w_roll = 27.6235 A, theta_roll_comp = -208.0543 mrad, theta_setpoint = -40.0000 mrad, 
msg =  363, time steps =   10, qsz =    2, switch = off, t =     7262 ms, ax =  0.7228, ay = -1.9803, az =  9.7984, gx = -0.0051 rad/s, gy =  0.0030 rad/s, gz =  0.0012 rad/s, erpm_pitch =    0, erpm_roll = 9353, I_w_pitch = -0.0000 A, I_w_roll = 27.8082 A, theta_roll_comp = -208.0108 mrad, theta_setpoint = -40.0000 mrad, 
msg =  364, time steps =   10, qsz =    2, switch = off, t =     7282 ms, ax =  0.6257, ay = -1.9947, az =  9.7756, gx = -0.0063 rad/s, gy =  0.0039 rad/s, gz =  0.0113 rad/s, erpm_pitch =    0, erpm_roll = 9334, I_w_pitch = -0.0000 A, I_w_roll = 28.0196 A, theta_roll_comp = -207.9835 mrad, theta_setpoint = -40.0000 mrad, 
msg =  365, time steps =   10, qsz =    2, switch = off, t =     7302 ms, ax =  0.4903, ay = -2.0235, az =  9.7145, gx = -0.0055 rad/s, gy =  0.0023 rad/s, gz =  0.0069 rad/s, erpm_pitch =    0, erpm_roll = 9334, I_w_pitch = -0.0000 A, I_w_roll = 27.8814 A, theta_roll_comp = -208.0185 mrad, theta_setpoint = -40.0000 mrad, 
msg =  366, time steps =   10, qsz =    2, switch = off, t =     7322 ms, ax =  0.5646, ay = -1.9851, az =  9.7301, gx = -0.0042 rad/s, gy = -0.0010 rad/s, gz = -0.0071 rad/s, erpm_pitch =    0, erpm_roll = 9299, I_w_pitch = -0.0000 A, I_w_roll = 27.6332 A, theta_roll_comp = -207.9651 mrad, theta_setpoint = -40.0000 mrad, 
msg =  367, time steps =   10, qsz =    2, switch = off, t =     7342 ms, ax =  0.6881, ay = -2.0223, az =  9.7505, gx = -0.0042 rad/s, gy = -0.0008 rad/s, gz = -0.0099 rad/s, erpm_pitch =    0, erpm_roll = 9280, I_w_pitch = -0.0000 A, I_w_roll = 27.6337 A, theta_roll_comp = -207.9685 mrad, theta_setpoint = -40.0000 mrad, 
msg =  368, time steps =   10, qsz =    2, switch = off, t =     7362 ms, ax =  0.6701, ay = -2.0127, az =  9.7433, gx = -0.0061 rad/s, gy =  0.0019 rad/s, gz =  0.0040 rad/s, erpm_pitch =    0, erpm_roll = 9280, I_w_pitch = -0.0000 A, I_w_roll = 27.9715 A, theta_roll_comp = -207.9827 mrad, theta_setpoint = -40.0000 mrad, 
msg =  369, time steps =   10, qsz =    2, switch = off, t =     7382 ms, ax =  0.4771, ay = -1.9575, az =  9.7517, gx = -0.0066 rad/s, gy =  0.0050 rad/s, gz =  0.0122 rad/s, erpm_pitch =    0, erpm_roll = 9245, I_w_pitch = -0.0000 A, I_w_roll = 28.0745 A, theta_roll_comp = -208.0271 mrad, theta_setpoint = -40.0000 mrad, 
msg =  370, time steps =   10, qsz =    2, switch = off, t =     7402 ms, ax =  0.5119, ay = -2.0366, az =  9.6989, gx = -0.0057 rad/s, gy =  0.0011 rad/s, gz =  0.0032 rad/s, erpm_pitch =    0, erpm_roll = 9245, I_w_pitch = -0.0000 A, I_w_roll = 27.9040 A, theta_roll_comp = -208.0104 mrad, theta_setpoint = -40.0000 mrad, 
msg =  371, time steps =   10, qsz =    2, switch = off, t =     7422 ms, ax =  0.5454, ay = -1.9959, az =  9.7013, gx = -0.0042 rad/s, gy = -0.0014 rad/s, gz = -0.0121 rad/s, erpm_pitch =    0, erpm_roll = 9209, I_w_pitch = -0.0000 A, I_w_roll = 27.6490 A, theta_roll_comp = -208.0641 mrad, theta_setpoint = -40.0000 mrad, 
msg =  372, time steps =   10, qsz =    2, switch = off, t =     7442 ms, ax =  0.6461, ay = -2.0211, az =  9.7361, gx = -0.0043 rad/s, gy = -0.0001 rad/s, gz = -0.0077 rad/s, erpm_pitch =    0, erpm_roll = 9191, I_w_pitch = -0.0000 A, I_w_roll = 27.6709 A, theta_roll_comp = -208.0514 mrad, theta_setpoint = -40.0000 mrad, 
msg =  373, time steps =   10, qsz =    2, switch = off, t =     7462 ms, ax =  0.6761, ay = -1.9659, az =  9.7661, gx = -0.0065 rad/s, gy =  0.0028 rad/s, gz =  0.0087 rad/s, erpm_pitch =    0, erpm_roll = 9191, I_w_pitch = -0.0000 A, I_w_roll = 28.0469 A, theta_roll_comp = -208.0046 mrad, theta_setpoint = -40.0000 mrad, 
msg =  374, time steps =   10, qsz =    2, switch = off, t =     7482 ms, ax =  0.7300, ay = -2.0510, az =  9.7265, gx = -0.0067 rad/s, gy =  0.0023 rad/s, gz =  0.0110 rad/s, erpm_pitch =    0, erpm_roll = 9155, I_w_pitch = -0.0000 A, I_w_roll = 28.1037 A, theta_roll_comp = -208.0600 mrad, theta_setpoint = -40.0000 mrad, 
msg =  375, time steps =   10, qsz =    2, switch = off, t =     7502 ms, ax =  0.5898, ay = -1.9312, az =  9.7013, gx = -0.0054 rad/s, gy =  0.0004 rad/s, gz =  0.0015 rad/s, erpm_pitch =    0, erpm_roll = 9155, I_w_pitch = -0.0000 A, I_w_roll = 27.8598 A, theta_roll_comp = -208.0331 mrad, theta_setpoint = -40.0000 mrad, 
msg =  376, time steps =   10, qsz =    2, switch = off, t =     7522 ms, ax =  0.5850, ay = -2.0115, az =  9.7265, gx = -0.0035 rad/s, gy = -0.0001 rad/s, gz = -0.0133 rad/s, erpm_pitch =    0, erpm_roll = 9120, I_w_pitch = -0.0000 A, I_w_roll = 27.5224 A, theta_roll_comp = -208.0220 mrad, theta_setpoint = -40.0000 mrad, 
msg =  377, time steps =   10, qsz =    2, switch = off, t =     7542 ms, ax =  0.6857, ay = -2.0031, az =  9.7577, gx = -0.0045 rad/s, gy =  0.0011 rad/s, gz = -0.0060 rad/s, erpm_pitch =    0, erpm_roll = 9101, I_w_pitch = -0.0000 A, I_w_roll = 27.6862 A, theta_roll_comp = -207.9969 mrad, theta_setpoint = -40.0000 mrad, 
msg =  378, time steps =   10, qsz =    2, switch = off, t =     7562 ms, ax =  0.6845, ay = -1.9923, az =  9.7505, gx = -0.0062 rad/s, gy =  0.0034 rad/s, gz =  0.0095 rad/s, erpm_pitch =    0, erpm_roll = 9101, I_w_pitch = -0.0000 A, I_w_roll = 28.0016 A, theta_roll_comp = -208.0206 mrad, theta_setpoint = -40.0000 mrad, 
msg =  379, time steps =   10, qsz =    2, switch = off, t =     7582 ms, ax =  0.5226, ay = -2.0702, az =  9.7073, gx = -0.0061 rad/s, gy =  0.0032 rad/s, gz =  0.0109 rad/s, erpm_pitch =    0, erpm_roll = 9065, I_w_pitch = -0.0000 A, I_w_roll = 27.9915 A, theta_roll_comp = -208.1073 mrad, theta_setpoint = -40.0000 mrad, 
msg =  380, time steps =   10, qsz =    2, switch = off, t =     7602 ms, ax =  0.5059, ay = -1.9815, az =  9.7445, gx = -0.0042 rad/s, gy =  0.0012 rad/s, gz = -0.0045 rad/s, erpm_pitch =    0, erpm_roll = 9065, I_w_pitch = -0.0000 A, I_w_roll = 27.6650 A, theta_roll_comp = -208.1639 mrad, theta_setpoint = -40.0000 mrad, 
msg =  381, time steps =   10, qsz =    2, switch = off, t =     7622 ms, ax =  0.6054, ay = -2.0103, az =  9.7301, gx = -0.0031 rad/s, gy = -0.0006 rad/s, gz = -0.0128 rad/s, erpm_pitch =    0, erpm_roll = 9030, I_w_pitch = -0.0000 A, I_w_roll = 27.4681 A, theta_roll_comp = -208.1316 mrad, theta_setpoint = -40.0000 mrad, 
msg =  382, time steps =   10, qsz =    2, switch = off, t =     7642 ms, ax =  0.6653, ay = -2.0079, az =  9.7577, gx = -0.0047 rad/s, gy =  0.0011 rad/s, gz = -0.0041 rad/s, erpm_pitch =    0, erpm_roll = 9012, I_w_pitch = -0.0000 A, I_w_roll = 27.7530 A, theta_roll_comp = -208.1151 mrad, theta_setpoint = -40.0000 mrad, 
msg =  383, time steps =   10, qsz =    2, switch = off, t =     7662 ms, ax =  0.6401, ay = -2.0318, az =  9.7469, gx = -0.0070 rad/s, gy =  0.0035 rad/s, gz =  0.0118 rad/s, erpm_pitch =    0, erpm_roll = 9012, I_w_pitch = -0.0000 A, I_w_roll = 28.1700 A, theta_roll_comp = -208.1746 mrad, theta_setpoint = -40.0000 mrad, 
msg =  384, time steps =   10, qsz =    2, switch = off, t =     7682 ms, ax =  0.5682, ay = -1.9947, az =  9.7121, gx = -0.0073 rad/s, gy =  0.0027 rad/s, gz =  0.0113 rad/s, erpm_pitch =    0, erpm_roll = 8976, I_w_pitch = -0.0000 A, I_w_roll = 28.2294 A, theta_roll_comp = -208.2460 mrad, theta_setpoint = -40.0000 mrad, 
msg =  385, time steps =   10, qsz =    2, switch = off, t =     7702 ms, ax =  0.5646, ay = -1.9971, az =  9.7241, gx = -0.0051 rad/s, gy =  0.0003 rad/s, gz = -0.0076 rad/s, erpm_pitch =    0, erpm_roll = 8940, I_w_pitch = -0.0000 A, I_w_roll = 27.8616 A, theta_roll_comp = -208.3443 mrad, theta_setpoint = -40.0000 mrad, 
msg =  386, time steps =   10, qsz =    2, switch = off, t =     7722 ms, ax =  0.6557, ay = -2.0031, az =  9.7685, gx = -0.0034 rad/s, gy =  0.0000 rad/s, gz = -0.0137 rad/s, erpm_pitch =    0, erpm_roll = 8940, I_w_pitch = -0.0000 A, I_w_roll = 27.5431 A, theta_roll_comp = -208.3011 mrad, theta_setpoint = -40.0000 mrad, 
msg =  387, time steps =   10, qsz =    2, switch = off, t =     7742 ms, ax =  0.7312, ay = -1.9995, az =  9.7685, gx = -0.0050 rad/s, gy =  0.0020 rad/s, gz = -0.0013 rad/s, erpm_pitch =    0, erpm_roll = 8923, I_w_pitch = -0.0000 A, I_w_roll = 27.8256 A, theta_roll_comp = -208.2690 mrad, theta_setpoint = -40.0000 mrad, 
msg =  388, time steps =   10, qsz =    2, switch = off, t =     7762 ms, ax =  0.6485, ay = -2.0187, az =  9.7673, gx = -0.0071 rad/s, gy =  0.0042 rad/s, gz =  0.0134 rad/s, erpm_pitch =    0, erpm_roll = 8923, I_w_pitch = -0.0000 A, I_w_roll = 28.2142 A, theta_roll_comp = -208.3013 mrad, theta_setpoint = -40.0000 mrad, 
msg =  389, time steps =   10, qsz =    2, switch = off, t =     7782 ms, ax =  0.5598, ay = -1.9647, az =  9.7289, gx = -0.0070 rad/s, gy =  0.0028 rad/s, gz =  0.0117 rad/s, erpm_pitch =    0, erpm_roll = 8887, I_w_pitch = -0.0000 A, I_w_roll = 28.1885 A, theta_roll_comp = -208.2901 mrad, theta_setpoint = -40.0000 mrad, 
msg =  390, time steps =   10, qsz =    2, switch = off, t =     7802 ms, ax =  0.5730, ay = -2.0091, az =  9.7061, gx = -0.0043 rad/s, gy = -0.0004 rad/s, gz = -0.0083 rad/s, erpm_pitch =    0, erpm_roll = 8870, I_w_pitch = -0.0000 A, I_w_roll = 27.7162 A, theta_roll_comp = -208.3343 mrad, theta_setpoint = -40.0000 mrad, 
msg =  391, time steps =   10, qsz =    2, switch = off, t =     7822 ms, ax =  0.6449, ay = -1.9995, az =  9.7541, gx = -0.0035 rad/s, gy = -0.0016 rad/s, gz = -0.0149 rad/s, erpm_pitch =    0, erpm_roll = 8870, I_w_pitch = -0.0000 A, I_w_roll = 27.5633 A, theta_roll_comp = -208.2774 mrad, theta_setpoint = -40.0000 mrad, 
msg =  392, time steps =   10, qsz =    2, switch = off, t =     7842 ms, ax =  0.7156, ay = -1.9887, az =  9.7804, gx = -0.0057 rad/s, gy =  0.0014 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = 8835, I_w_pitch = -0.0000 A, I_w_roll = 27.9402 A, theta_roll_comp = -208.2365 mrad, theta_setpoint = -40.0000 mrad, 
msg =  393, time steps =   10, qsz =    2, switch = off, t =     7862 ms, ax =  0.6437, ay = -2.0378, az =  9.7732, gx = -0.0074 rad/s, gy =  0.0044 rad/s, gz =  0.0145 rad/s, erpm_pitch =    0, erpm_roll = 8835, I_w_pitch = -0.0000 A, I_w_roll = 28.2545 A, theta_roll_comp = -208.2531 mrad, theta_setpoint = -40.0000 mrad, 
msg =  394, time steps =   10, qsz =    2, switch = off, t =     7882 ms, ax =  0.5155, ay = -1.9851, az =  9.7421, gx = -0.0070 rad/s, gy =  0.0032 rad/s, gz =  0.0122 rad/s, erpm_pitch =    0, erpm_roll = 8799, I_w_pitch = -0.0000 A, I_w_roll = 28.1790 A, theta_roll_comp = -208.2310 mrad, theta_setpoint = -40.0000 mrad, 
msg =  395, time steps =   10, qsz =    2, switch = off, t =     7902 ms, ax =  0.5179, ay = -2.0127, az =  9.7289, gx = -0.0049 rad/s, gy =  0.0000 rad/s, gz = -0.0083 rad/s, erpm_pitch =    0, erpm_roll = 8781, I_w_pitch = -0.0000 A, I_w_roll = 27.7974 A, theta_roll_comp = -208.2428 mrad, theta_setpoint = -40.0000 mrad, 
msg =  396, time steps =   10, qsz =    2, switch = off, t =     7922 ms, ax =  0.6329, ay = -2.0259, az =  9.7577, gx = -0.0029 rad/s, gy = -0.0016 rad/s, gz = -0.0162 rad/s, erpm_pitch =    0, erpm_roll = 8781, I_w_pitch = -0.0000 A, I_w_roll = 27.4307 A, theta_roll_comp = -208.1978 mrad, theta_setpoint = -40.0000 mrad, 
msg =  397, time steps =   10, qsz =    2, switch = off, t =     7942 ms, ax =  0.7204, ay = -2.0019, az =  9.7792, gx = -0.0046 rad/s, gy =  0.0010 rad/s, gz = -0.0012 rad/s, erpm_pitch =    0, erpm_roll = 8746, I_w_pitch = -0.0000 A, I_w_roll = 27.7374 A, theta_roll_comp = -208.1670 mrad, theta_setpoint = -40.0000 mrad, 
